Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Protein stable ID	Protein stable ID version	Gene name	Source of gene name
ENSMUSG00000107573	ENSMUSG00000107573.3	ENSMUST00000217595	ENSMUST00000217595.2	ENSMUSP00000149222	ENSMUSP00000149222.2	Or2y1d	MGI Symbol
ENSMUSG00000107573	ENSMUSG00000107573.3	ENSMUST00000217595	ENSMUST00000217595.2	ENSMUSP00000149222	ENSMUSP00000149222.2	Or2y1d	MGI Symbol
ENSMUSG00000107573	ENSMUSG00000107573.3	ENSMUST00000203369	ENSMUST00000203369.2	ENSMUSP00000145461	ENSMUSP00000145461.2	Or2y1d	MGI Symbol
ENSMUSG00000107573	ENSMUSG00000107573.3	ENSMUST00000203369	ENSMUST00000203369.2	ENSMUSP00000145461	ENSMUSP00000145461.2	Or2y1d	MGI Symbol
ENSMUSG00000107573	ENSMUSG00000107573.3	ENSMUST00000203369	ENSMUST00000203369.2	ENSMUSP00000145461	ENSMUSP00000145461.2	Or2y1d	MGI Symbol
ENSMUSG00000107573	ENSMUSG00000107573.3	ENSMUST00000203369	ENSMUST00000203369.2	ENSMUSP00000145461	ENSMUSP00000145461.2	Or2y1d	MGI Symbol
ENSMUSG00000047702	ENSMUSG00000047702.3	ENSMUST00000215226	ENSMUST00000215226.2	ENSMUSP00000150160	ENSMUSP00000150160.2	Or2y16	MGI Symbol
ENSMUSG00000047702	ENSMUSG00000047702.3	ENSMUST00000215226	ENSMUST00000215226.2	ENSMUSP00000150160	ENSMUSP00000150160.2	Or2y16	MGI Symbol
ENSMUSG00000047702	ENSMUSG00000047702.3	ENSMUST00000215226	ENSMUST00000215226.2	ENSMUSP00000150160	ENSMUSP00000150160.2	Or2y16	MGI Symbol
ENSMUSG00000047702	ENSMUSG00000047702.3	ENSMUST00000215226	ENSMUST00000215226.2	ENSMUSP00000150160	ENSMUSP00000150160.2	Or2y16	MGI Symbol
ENSMUSG00000047702	ENSMUSG00000047702.3	ENSMUST00000055584	ENSMUST00000055584.2	ENSMUSP00000053834	ENSMUSP00000053834.2	Or2y16	MGI Symbol
ENSMUSG00000047702	ENSMUSG00000047702.3	ENSMUST00000055584	ENSMUST00000055584.2	ENSMUSP00000053834	ENSMUSP00000053834.2	Or2y16	MGI Symbol
ENSMUSG00000047702	ENSMUSG00000047702.3	ENSMUST00000055584	ENSMUST00000055584.2	ENSMUSP00000053834	ENSMUSP00000053834.2	Or2y16	MGI Symbol
ENSMUSG00000047702	ENSMUSG00000047702.3	ENSMUST00000055584	ENSMUST00000055584.2	ENSMUSP00000053834	ENSMUSP00000053834.2	Or2y16	MGI Symbol
ENSMUSG00000063386	ENSMUSG00000063386.3	ENSMUST00000214541	ENSMUST00000214541.2	ENSMUSP00000151105	ENSMUSP00000151105.2	Or2y15	MGI Symbol
ENSMUSG00000063386	ENSMUSG00000063386.3	ENSMUST00000214541	ENSMUST00000214541.2	ENSMUSP00000151105	ENSMUSP00000151105.2	Or2y15	MGI Symbol
ENSMUSG00000063386	ENSMUSG00000063386.3	ENSMUST00000214541	ENSMUST00000214541.2	ENSMUSP00000151105	ENSMUSP00000151105.2	Or2y15	MGI Symbol
ENSMUSG00000063386	ENSMUSG00000063386.3	ENSMUST00000214541	ENSMUST00000214541.2	ENSMUSP00000151105	ENSMUSP00000151105.2	Or2y15	MGI Symbol
ENSMUSG00000063386	ENSMUSG00000063386.3	ENSMUST00000073824	ENSMUST00000073824.2	ENSMUSP00000073494	ENSMUSP00000073494.2	Or2y15	MGI Symbol
ENSMUSG00000063386	ENSMUSG00000063386.3	ENSMUST00000073824	ENSMUST00000073824.2	ENSMUSP00000073494	ENSMUSP00000073494.2	Or2y15	MGI Symbol
ENSMUSG00000063386	ENSMUSG00000063386.3	ENSMUST00000073824	ENSMUST00000073824.2	ENSMUSP00000073494	ENSMUSP00000073494.2	Or2y15	MGI Symbol
ENSMUSG00000063386	ENSMUSG00000063386.3	ENSMUST00000073824	ENSMUST00000073824.2	ENSMUSP00000073494	ENSMUSP00000073494.2	Or2y15	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000213674	ENSMUST00000213674.2	ENSMUSP00000150448	ENSMUSP00000150448.2	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000213674	ENSMUST00000213674.2	ENSMUSP00000150448	ENSMUSP00000150448.2	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000213674	ENSMUST00000213674.2	ENSMUSP00000150448	ENSMUSP00000150448.2	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000213674	ENSMUST00000213674.2	ENSMUSP00000150448	ENSMUSP00000150448.2	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000204518	ENSMUST00000204518.3	ENSMUSP00000145320	ENSMUSP00000145320.2	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000204518	ENSMUST00000204518.3	ENSMUSP00000145320	ENSMUSP00000145320.2	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000204518	ENSMUST00000204518.3	ENSMUSP00000145320	ENSMUSP00000145320.2	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000204518	ENSMUST00000204518.3	ENSMUSP00000145320	ENSMUSP00000145320.2	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000071905	ENSMUST00000071905.5	ENSMUSP00000071801	ENSMUSP00000071801.3	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000071905	ENSMUST00000071905.5	ENSMUSP00000071801	ENSMUSP00000071801.3	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000071905	ENSMUST00000071905.5	ENSMUSP00000071801	ENSMUSP00000071801.3	Or2y1c	MGI Symbol
ENSMUSG00000108167	ENSMUSG00000108167.3	ENSMUST00000071905	ENSMUST00000071905.5	ENSMUSP00000071801	ENSMUSP00000071801.3	Or2y1c	MGI Symbol
ENSMUSG00000059729	ENSMUSG00000059729.3	ENSMUST00000214948	ENSMUST00000214948.2	ENSMUSP00000150035	ENSMUSP00000150035.2	Or2y1	MGI Symbol
ENSMUSG00000059729	ENSMUSG00000059729.3	ENSMUST00000214948	ENSMUST00000214948.2	ENSMUSP00000150035	ENSMUSP00000150035.2	Or2y1	MGI Symbol
ENSMUSG00000059729	ENSMUSG00000059729.3	ENSMUST00000214948	ENSMUST00000214948.2	ENSMUSP00000150035	ENSMUSP00000150035.2	Or2y1	MGI Symbol
ENSMUSG00000059729	ENSMUSG00000059729.3	ENSMUST00000214948	ENSMUST00000214948.2	ENSMUSP00000150035	ENSMUSP00000150035.2	Or2y1	MGI Symbol
ENSMUSG00000059729	ENSMUSG00000059729.3	ENSMUST00000071807	ENSMUST00000071807.2	ENSMUSP00000071710	ENSMUSP00000071710.2	Or2y1	MGI Symbol
ENSMUSG00000059729	ENSMUSG00000059729.3	ENSMUST00000071807	ENSMUST00000071807.2	ENSMUSP00000071710	ENSMUSP00000071710.2	Or2y1	MGI Symbol
ENSMUSG00000059729	ENSMUSG00000059729.3	ENSMUST00000071807	ENSMUST00000071807.2	ENSMUSP00000071710	ENSMUSP00000071710.2	Or2y1	MGI Symbol
ENSMUSG00000059729	ENSMUSG00000059729.3	ENSMUST00000071807	ENSMUST00000071807.2	ENSMUSP00000071710	ENSMUSP00000071710.2	Or2y1	MGI Symbol
ENSMUSG00000044170	ENSMUSG00000044170.6	ENSMUST00000213776	ENSMUST00000213776.2	ENSMUSP00000149183	ENSMUSP00000149183.2	Or2y14	MGI Symbol
ENSMUSG00000044170	ENSMUSG00000044170.6	ENSMUST00000213776	ENSMUST00000213776.2	ENSMUSP00000149183	ENSMUSP00000149183.2	Or2y14	MGI Symbol
ENSMUSG00000044170	ENSMUSG00000044170.6	ENSMUST00000213776	ENSMUST00000213776.2	ENSMUSP00000149183	ENSMUSP00000149183.2	Or2y14	MGI Symbol
ENSMUSG00000044170	ENSMUSG00000044170.6	ENSMUST00000213776	ENSMUST00000213776.2	ENSMUSP00000149183	ENSMUSP00000149183.2	Or2y14	MGI Symbol
ENSMUSG00000044170	ENSMUSG00000044170.6	ENSMUST00000060434	ENSMUST00000060434.5	ENSMUSP00000051954	ENSMUSP00000051954.3	Or2y14	MGI Symbol
ENSMUSG00000044170	ENSMUSG00000044170.6	ENSMUST00000060434	ENSMUST00000060434.5	ENSMUSP00000051954	ENSMUSP00000051954.3	Or2y14	MGI Symbol
ENSMUSG00000044170	ENSMUSG00000044170.6	ENSMUST00000060434	ENSMUST00000060434.5	ENSMUSP00000051954	ENSMUSP00000051954.3	Or2y14	MGI Symbol
ENSMUSG00000044170	ENSMUSG00000044170.6	ENSMUST00000060434	ENSMUST00000060434.5	ENSMUSP00000051954	ENSMUSP00000051954.3	Or2y14	MGI Symbol
ENSMUSG00000107417	ENSMUSG00000107417.3	ENSMUST00000204706	ENSMUST00000204706.3	ENSMUSP00000145258	ENSMUSP00000145258.2	Or2y13	MGI Symbol
ENSMUSG00000107417	ENSMUSG00000107417.3	ENSMUST00000204706	ENSMUST00000204706.3	ENSMUSP00000145258	ENSMUSP00000145258.2	Or2y13	MGI Symbol
ENSMUSG00000107417	ENSMUSG00000107417.3	ENSMUST00000204706	ENSMUST00000204706.3	ENSMUSP00000145258	ENSMUSP00000145258.2	Or2y13	MGI Symbol
ENSMUSG00000107417	ENSMUSG00000107417.3	ENSMUST00000204706	ENSMUST00000204706.3	ENSMUSP00000145258	ENSMUSP00000145258.2	Or2y13	MGI Symbol
ENSMUSG00000107417	ENSMUSG00000107417.3	ENSMUST00000077143	ENSMUST00000077143.7	ENSMUSP00000076390	ENSMUSP00000076390.5	Or2y13	MGI Symbol
ENSMUSG00000107417	ENSMUSG00000107417.3	ENSMUST00000077143	ENSMUST00000077143.7	ENSMUSP00000076390	ENSMUSP00000076390.5	Or2y13	MGI Symbol
ENSMUSG00000107417	ENSMUSG00000107417.3	ENSMUST00000077143	ENSMUST00000077143.7	ENSMUSP00000076390	ENSMUSP00000076390.5	Or2y13	MGI Symbol
ENSMUSG00000107417	ENSMUSG00000107417.3	ENSMUST00000077143	ENSMUST00000077143.7	ENSMUSP00000076390	ENSMUSP00000076390.5	Or2y13	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213152	ENSMUST00000213152.2	ENSMUSP00000150805	ENSMUSP00000150805.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213152	ENSMUST00000213152.2	ENSMUSP00000150805	ENSMUSP00000150805.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213152	ENSMUST00000213152.2	ENSMUSP00000150805	ENSMUSP00000150805.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213152	ENSMUST00000213152.2	ENSMUSP00000150805	ENSMUSP00000150805.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213707	ENSMUST00000213707.2	ENSMUSP00000150149	ENSMUSP00000150149.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213707	ENSMUST00000213707.2	ENSMUSP00000150149	ENSMUSP00000150149.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213707	ENSMUST00000213707.2	ENSMUSP00000150149	ENSMUSP00000150149.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213707	ENSMUST00000213707.2	ENSMUSP00000150149	ENSMUSP00000150149.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000217564	ENSMUST00000217564.2	ENSMUSP00000149221	ENSMUSP00000149221.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000217564	ENSMUST00000217564.2	ENSMUSP00000149221	ENSMUSP00000149221.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000217564	ENSMUST00000217564.2	ENSMUSP00000149221	ENSMUSP00000149221.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000217564	ENSMUST00000217564.2	ENSMUSP00000149221	ENSMUSP00000149221.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213899	ENSMUST00000213899.2	ENSMUSP00000148935	ENSMUSP00000148935.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213899	ENSMUST00000213899.2	ENSMUSP00000148935	ENSMUSP00000148935.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213899	ENSMUST00000213899.2	ENSMUSP00000148935	ENSMUSP00000148935.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000213899	ENSMUST00000213899.2	ENSMUSP00000148935	ENSMUSP00000148935.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000074543	ENSMUST00000074543.2	ENSMUSP00000074130	ENSMUSP00000074130.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000074543	ENSMUST00000074543.2	ENSMUSP00000074130	ENSMUSP00000074130.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000074543	ENSMUST00000074543.2	ENSMUSP00000074130	ENSMUSP00000074130.2	Or2y12	MGI Symbol
ENSMUSG00000063827	ENSMUSG00000063827.3	ENSMUST00000074543	ENSMUST00000074543.2	ENSMUSP00000074130	ENSMUSP00000074130.2	Or2y12	MGI Symbol
ENSMUSG00000095187	ENSMUSG00000095187.3	ENSMUST00000213256	ENSMUST00000213256.2	ENSMUSP00000149881	ENSMUSP00000149881.2	Or2y11	MGI Symbol
ENSMUSG00000095187	ENSMUSG00000095187.3	ENSMUST00000213256	ENSMUST00000213256.2	ENSMUSP00000149881	ENSMUSP00000149881.2	Or2y11	MGI Symbol
ENSMUSG00000095187	ENSMUSG00000095187.3	ENSMUST00000213256	ENSMUST00000213256.2	ENSMUSP00000149881	ENSMUSP00000149881.2	Or2y11	MGI Symbol
ENSMUSG00000095187	ENSMUSG00000095187.3	ENSMUST00000213256	ENSMUST00000213256.2	ENSMUSP00000149881	ENSMUSP00000149881.2	Or2y11	MGI Symbol
ENSMUSG00000095187	ENSMUSG00000095187.3	ENSMUST00000167248	ENSMUST00000167248.3	ENSMUSP00000126003	ENSMUSP00000126003.3	Or2y11	MGI Symbol
ENSMUSG00000095187	ENSMUSG00000095187.3	ENSMUST00000167248	ENSMUST00000167248.3	ENSMUSP00000126003	ENSMUSP00000126003.3	Or2y11	MGI Symbol
ENSMUSG00000095187	ENSMUSG00000095187.3	ENSMUST00000167248	ENSMUST00000167248.3	ENSMUSP00000126003	ENSMUSP00000126003.3	Or2y11	MGI Symbol
ENSMUSG00000095187	ENSMUSG00000095187.3	ENSMUST00000167248	ENSMUST00000167248.3	ENSMUSP00000126003	ENSMUSP00000126003.3	Or2y11	MGI Symbol
ENSMUSG00000107645	ENSMUSG00000107645.3	ENSMUST00000215360	ENSMUST00000215360.2	ENSMUSP00000151039	ENSMUSP00000151039.2	Or2y10	MGI Symbol
ENSMUSG00000107645	ENSMUSG00000107645.3	ENSMUST00000215360	ENSMUST00000215360.2	ENSMUSP00000151039	ENSMUSP00000151039.2	Or2y10	MGI Symbol
ENSMUSG00000107645	ENSMUSG00000107645.3	ENSMUST00000215360	ENSMUST00000215360.2	ENSMUSP00000151039	ENSMUSP00000151039.2	Or2y10	MGI Symbol
ENSMUSG00000107645	ENSMUSG00000107645.3	ENSMUST00000215360	ENSMUST00000215360.2	ENSMUSP00000151039	ENSMUSP00000151039.2	Or2y10	MGI Symbol
ENSMUSG00000107645	ENSMUSG00000107645.3	ENSMUST00000204300	ENSMUST00000204300.2	ENSMUSP00000145428	ENSMUSP00000145428.2	Or2y10	MGI Symbol
ENSMUSG00000107645	ENSMUSG00000107645.3	ENSMUST00000204300	ENSMUST00000204300.2	ENSMUSP00000145428	ENSMUSP00000145428.2	Or2y10	MGI Symbol
ENSMUSG00000107645	ENSMUSG00000107645.3	ENSMUST00000204300	ENSMUST00000204300.2	ENSMUSP00000145428	ENSMUSP00000145428.2	Or2y10	MGI Symbol
ENSMUSG00000107645	ENSMUSG00000107645.3	ENSMUST00000204300	ENSMUST00000204300.2	ENSMUSP00000145428	ENSMUSP00000145428.2	Or2y10	MGI Symbol
ENSMUSG00000020357	ENSMUSG00000020357.4	ENSMUST00000020617	ENSMUST00000020617.3	ENSMUSP00000020617	ENSMUSP00000020617.3	Flt4	MGI Symbol
ENSMUSG00000020357	ENSMUSG00000020357.4	ENSMUST00000020617	ENSMUST00000020617.3	ENSMUSP00000020617	ENSMUSP00000020617.3	Flt4	MGI Symbol
ENSMUSG00000020357	ENSMUSG00000020357.4	ENSMUST00000020617	ENSMUST00000020617.3	ENSMUSP00000020617	ENSMUSP00000020617.3	Flt4	MGI Symbol
ENSMUSG00000020357	ENSMUSG00000020357.4	ENSMUST00000020617	ENSMUST00000020617.3	ENSMUSP00000020617	ENSMUSP00000020617.3	Flt4	MGI Symbol
ENSMUSG00000020357	ENSMUSG00000020357.4	ENSMUST00000020617	ENSMUST00000020617.3	ENSMUSP00000020617	ENSMUSP00000020617.3	Flt4	MGI Symbol
ENSMUSG00000020357	ENSMUSG00000020357.4	ENSMUST00000020617	ENSMUST00000020617.3	ENSMUSP00000020617	ENSMUSP00000020617.3	Flt4	MGI Symbol
ENSMUSG00000020357	ENSMUSG00000020357.4	ENSMUST00000020617	ENSMUST00000020617.3	ENSMUSP00000020617	ENSMUSP00000020617.3	Flt4	MGI Symbol
ENSMUSG00000050896	ENSMUSG00000050896.13	ENSMUST00000151799	ENSMUST00000151799.8	ENSMUSP00000118362	ENSMUSP00000118362.2	Rtn4rl2	MGI Symbol
ENSMUSG00000050896	ENSMUSG00000050896.13	ENSMUST00000054514	ENSMUST00000054514.6	ENSMUSP00000057725	ENSMUSP00000057725.6	Rtn4rl2	MGI Symbol
ENSMUSG00000050896	ENSMUSG00000050896.13	ENSMUST00000054514	ENSMUST00000054514.6	ENSMUSP00000057725	ENSMUSP00000057725.6	Rtn4rl2	MGI Symbol
ENSMUSG00000027071	ENSMUSG00000027071.15	ENSMUST00000028465	ENSMUST00000028465.14	ENSMUSP00000028465	ENSMUSP00000028465.8	P2rx3	MGI Symbol
ENSMUSG00000027071	ENSMUSG00000027071.15	ENSMUST00000028465	ENSMUST00000028465.14	ENSMUSP00000028465	ENSMUSP00000028465.8	P2rx3	MGI Symbol
ENSMUSG00000027071	ENSMUSG00000027071.15	ENSMUST00000028465	ENSMUST00000028465.14	ENSMUSP00000028465	ENSMUSP00000028465.8	P2rx3	MGI Symbol
ENSMUSG00000027071	ENSMUSG00000027071.15	ENSMUST00000111613	ENSMUST00000111613.8	ENSMUSP00000107240	ENSMUSP00000107240.2	P2rx3	MGI Symbol
ENSMUSG00000027071	ENSMUSG00000027071.15	ENSMUST00000111616	ENSMUST00000111616.3	ENSMUSP00000107243	ENSMUSP00000107243.3	P2rx3	MGI Symbol
ENSMUSG00000091528	ENSMUSG00000091528.11	ENSMUST00000173815	ENSMUST00000173815.9	ENSMUSP00000134441	ENSMUSP00000134441.2	Vmn2r-ps158	MGI Symbol
ENSMUSG00000091528	ENSMUSG00000091528.11	ENSMUST00000173815	ENSMUST00000173815.9	ENSMUSP00000134441	ENSMUSP00000134441.2	Vmn2r-ps158	MGI Symbol
ENSMUSG00000020717	ENSMUSG00000020717.20	ENSMUST00000103069	ENSMUST00000103069.10	ENSMUSP00000099358	ENSMUSP00000099358.4	Pecam1	MGI Symbol
ENSMUSG00000020717	ENSMUSG00000020717.20	ENSMUST00000080853	ENSMUST00000080853.11	ENSMUSP00000079664	ENSMUSP00000079664.5	Pecam1	MGI Symbol
ENSMUSG00000020717	ENSMUSG00000020717.20	ENSMUST00000183610	ENSMUST00000183610.8	ENSMUSP00000138959	ENSMUSP00000138959.2	Pecam1	MGI Symbol
ENSMUSG00000020717	ENSMUSG00000020717.20	ENSMUST00000106796	ENSMUST00000106796.9	ENSMUSP00000102408	ENSMUSP00000102408.3	Pecam1	MGI Symbol
ENSMUSG00000060441	ENSMUSG00000060441.17	ENSMUST00000098179	ENSMUST00000098179.9	ENSMUSP00000095781	ENSMUSP00000095781.3	Trim5	MGI Symbol
ENSMUSG00000070841	ENSMUSG00000070841.6	ENSMUST00000173459	ENSMUST00000173459.3	ENSMUSP00000133841	ENSMUSP00000133841.2	Vmn2r34	MGI Symbol
ENSMUSG00000070841	ENSMUSG00000070841.6	ENSMUST00000173459	ENSMUST00000173459.3	ENSMUSP00000133841	ENSMUSP00000133841.2	Vmn2r34	MGI Symbol
ENSMUSG00000110105	ENSMUSG00000110105.2	ENSMUST00000209833	ENSMUST00000209833.2	ENSMUSP00000147490	ENSMUSP00000147490.2	Gm45844	MGI Symbol
ENSMUSG00000110105	ENSMUSG00000110105.2	ENSMUST00000209325	ENSMUST00000209325.2	ENSMUSP00000147437	ENSMUSP00000147437.2	Gm45844	MGI Symbol
ENSMUSG00000110105	ENSMUSG00000110105.2	ENSMUST00000210333	ENSMUST00000210333.2	ENSMUSP00000147617	ENSMUSP00000147617.2	Gm45844	MGI Symbol
ENSMUSG00000110105	ENSMUSG00000110105.2	ENSMUST00000173842	ENSMUST00000173842.3	ENSMUSP00000147827	ENSMUSP00000147827.2	Gm45844	MGI Symbol
ENSMUSG00000095730	ENSMUSG00000095730.4	ENSMUST00000170922	ENSMUST00000170922.2	ENSMUSP00000131990	ENSMUSP00000131990.2	Vmn2r29	MGI Symbol
ENSMUSG00000095730	ENSMUSG00000095730.4	ENSMUST00000170922	ENSMUST00000170922.2	ENSMUSP00000131990	ENSMUSP00000131990.2	Vmn2r29	MGI Symbol
ENSMUSG00000095730	ENSMUSG00000095730.4	ENSMUST00000211433	ENSMUST00000211433.2	ENSMUSP00000147896	ENSMUSP00000147896.2	Vmn2r29	MGI Symbol
ENSMUSG00000095730	ENSMUSG00000095730.4	ENSMUST00000211433	ENSMUST00000211433.2	ENSMUSP00000147896	ENSMUSP00000147896.2	Vmn2r29	MGI Symbol
ENSMUSG00000096743	ENSMUSG00000096743.4	ENSMUST00000094866	ENSMUST00000094866.7	ENSMUSP00000092462	ENSMUSP00000092462.5	Vmn2r32	MGI Symbol
ENSMUSG00000096743	ENSMUSG00000096743.4	ENSMUST00000094866	ENSMUST00000094866.7	ENSMUSP00000092462	ENSMUSP00000092462.5	Vmn2r32	MGI Symbol
ENSMUSG00000096691	ENSMUSG00000096691.2	ENSMUST00000165921	ENSMUST00000165921.2	ENSMUSP00000129960	ENSMUSP00000129960.2	Vmn2r33	MGI Symbol
ENSMUSG00000096691	ENSMUSG00000096691.2	ENSMUST00000165921	ENSMUST00000165921.2	ENSMUSP00000129960	ENSMUSP00000129960.2	Vmn2r33	MGI Symbol
ENSMUSG00000058884	ENSMUSG00000058884.8	ENSMUST00000213474	ENSMUST00000213474.3	ENSMUSP00000149785	ENSMUSP00000149785.2	Or5m13	MGI Symbol
ENSMUSG00000058884	ENSMUSG00000058884.8	ENSMUST00000213474	ENSMUST00000213474.3	ENSMUSP00000149785	ENSMUSP00000149785.2	Or5m13	MGI Symbol
ENSMUSG00000058884	ENSMUSG00000058884.8	ENSMUST00000213474	ENSMUST00000213474.3	ENSMUSP00000149785	ENSMUSP00000149785.2	Or5m13	MGI Symbol
ENSMUSG00000025573	ENSMUSG00000025573.5	ENSMUST00000106331	ENSMUST00000106331.2	ENSMUSP00000101938	ENSMUSP00000101938.2	6030468B19Rik	MGI Symbol
ENSMUSG00000025163	ENSMUSG00000025163.7	ENSMUST00000026159	ENSMUST00000026159.6	ENSMUSP00000026159	ENSMUSP00000026159.6	Cd7	MGI Symbol
ENSMUSG00000039321	ENSMUSG00000039321.2	ENSMUST00000039044	ENSMUST00000039044.2	ENSMUSP00000046920	ENSMUSP00000046920.2	Uts2r	MGI Symbol
ENSMUSG00000039321	ENSMUSG00000039321.2	ENSMUST00000039044	ENSMUST00000039044.2	ENSMUSP00000046920	ENSMUSP00000046920.2	Uts2r	MGI Symbol
ENSMUSG00000039321	ENSMUSG00000039321.2	ENSMUST00000039044	ENSMUST00000039044.2	ENSMUSP00000046920	ENSMUSP00000046920.2	Uts2r	MGI Symbol
ENSMUSG00000039321	ENSMUSG00000039321.2	ENSMUST00000039044	ENSMUST00000039044.2	ENSMUSP00000046920	ENSMUSP00000046920.2	Uts2r	MGI Symbol
ENSMUSG00000075100	ENSMUSG00000075100.5	ENSMUST00000217342	ENSMUST00000217342.2	ENSMUSP00000150550	ENSMUSP00000150550.2	Or4c118	MGI Symbol
ENSMUSG00000075100	ENSMUSG00000075100.5	ENSMUST00000217342	ENSMUST00000217342.2	ENSMUSP00000150550	ENSMUSP00000150550.2	Or4c118	MGI Symbol
ENSMUSG00000075100	ENSMUSG00000075100.5	ENSMUST00000217342	ENSMUST00000217342.2	ENSMUSP00000150550	ENSMUSP00000150550.2	Or4c118	MGI Symbol
ENSMUSG00000075100	ENSMUSG00000075100.5	ENSMUST00000217342	ENSMUST00000217342.2	ENSMUSP00000150550	ENSMUSP00000150550.2	Or4c118	MGI Symbol
ENSMUSG00000075099	ENSMUSG00000075099.4	ENSMUST00000216833	ENSMUST00000216833.2	ENSMUSP00000149046	ENSMUSP00000149046.2	Or4c119	MGI Symbol
ENSMUSG00000075099	ENSMUSG00000075099.4	ENSMUST00000216833	ENSMUST00000216833.2	ENSMUSP00000149046	ENSMUSP00000149046.2	Or4c119	MGI Symbol
ENSMUSG00000075099	ENSMUSG00000075099.4	ENSMUST00000216833	ENSMUST00000216833.2	ENSMUSP00000149046	ENSMUSP00000149046.2	Or4c119	MGI Symbol
ENSMUSG00000075099	ENSMUSG00000075099.4	ENSMUST00000216976	ENSMUST00000216976.2	ENSMUSP00000148938	ENSMUSP00000148938.2	Or4c119	MGI Symbol
ENSMUSG00000075099	ENSMUSG00000075099.4	ENSMUST00000216976	ENSMUST00000216976.2	ENSMUSP00000148938	ENSMUSP00000148938.2	Or4c119	MGI Symbol
ENSMUSG00000075099	ENSMUSG00000075099.4	ENSMUST00000216976	ENSMUST00000216976.2	ENSMUSP00000148938	ENSMUSP00000148938.2	Or4c119	MGI Symbol
ENSMUSG00000075099	ENSMUSG00000075099.4	ENSMUST00000099793	ENSMUST00000099793.3	ENSMUSP00000097381	ENSMUSP00000097381.3	Or4c119	MGI Symbol
ENSMUSG00000075099	ENSMUSG00000075099.4	ENSMUST00000099793	ENSMUST00000099793.3	ENSMUSP00000097381	ENSMUSP00000097381.3	Or4c119	MGI Symbol
ENSMUSG00000075099	ENSMUSG00000075099.4	ENSMUST00000099793	ENSMUST00000099793.3	ENSMUSP00000097381	ENSMUSP00000097381.3	Or4c119	MGI Symbol
ENSMUSG00000101918	ENSMUSG00000101918.3	ENSMUST00000216961	ENSMUST00000216961.2	ENSMUSP00000149236	ENSMUSP00000149236.2	Or4c120	MGI Symbol
ENSMUSG00000101918	ENSMUSG00000101918.3	ENSMUST00000216961	ENSMUST00000216961.2	ENSMUSP00000149236	ENSMUSP00000149236.2	Or4c120	MGI Symbol
